timestamp,region,service_type,demand,capacity_allocation,cost_usd,service_availability_pct,is_holiday,economic_index,market_growth_rate,cloud_adoption_index
28-02-2024,South India,Storage,830,,137.24,98.64,0,103.77,4.06,88.11
28-02-2024,South India,Network,,1004,132.32,99.44,0,,4.06,88.11
28-02-2024,Japan East,Compute,298,372,75,98.9,0,103.77,4.06,88.11
28-02-2024,Japan East,Storage,879,1007,200.51,98.85,0,103.77,4.06,88.11
28-02-2024,Japan East,Network,578,763,143.79,99.64,0,103.77,4.06,88.11
28-02-2024,Southeast Asia,Compute,379,461,129.32,99.38,0,103.77,4.06,88.11
28-02-2024,Southeast Asia,Storage,723,954,144.68,98.72,0,103.77,4.06,88.11
28-02-2024,Southeast Asia,Network,410,455,142.14,98.54,0,103.77,4.06,88.11
28-02-2024,Korea Central,Compute,393,502,124.83,99.9,0,103.77,4.06,88.11
28-02-2024,Korea Central,Storage,568,705,131.58,99.66,0,103.77,4.06,88.11
28-02-2024,Korea Central,Network,878,1097,233.33,99.23,0,103.77,4.06,88.11
28-02-2024,Central India,Compute,879,,264.18,98.64,0,103.77,4.06,88.11
28-02-2024,Central India,Storage,720,902,156.38,99.97,0,103.77,4.06,88.11
28-02-2024,Central India,Network,525,651,109.01,99.57,0,103.77,4.06,88.11
29-02-2024,East Asia,Compute,397,462,89.32,98.8,1,103.27,5,85.49
29-02-2024,East Asia,Storage,472,628,152.47,99.95,1,103.27,5,85.49
29-02-2024,East Asia,Network,695,771,121.64,99.22,1,103.27,5,85.49
29-02-2024,South India,Compute,635,749,106.46,99.65,1,103.27,5,85.49
29-02-2024,South India,Storage,785,873,189.64,99.23,1,103.27,5,85.49
29-02-2024,South India,Network,476,576,81.89,99.12,1,103.27,5,85.49
29-02-2024,Japan East,Compute,965,1186,246.79,98.86,1,103.27,,85.49
29-02-2024,Japan East,Storage,351,430,74.98,98.76,1,103.27,5,85.49
29-02-2024,Japan East,Network,361,411,65.16,98.95,1,103.27,5,85.49
29-02-2024,Southeast Asia,Compute,381,438,105.27,99.44,1,103.27,5,85.49
29-02-2024,Southeast Asia,Storage,449,580,152.09,99.37,1,103.27,5,85.49
29-02-2024,Southeast Asia,Network,909,1164,310.68,99.2,1,103.27,5,85.49
29-02-2024,Korea Central,Compute,340,456,100.96,99.49,1,103.27,5,85.49
29-02-2024,Korea Central,Storage,316,430,68.58,98.94,1,103.27,5,85.49
29-02-2024,Korea Central,Network,254,352,53.66,98.91,1,103.27,5,85.49
29-02-2024,Central India,Compute,659,859,205.62,99.9,1,103.27,5,85.49
29-02-2024,Central India,Storage,756,903,223.25,98.6,1,103.27,5,85.49
29-02-2024,Central India,Network,432,563,151.06,99.57,1,103.27,5,85.49
01-03-2024,East Asia,Compute,585,741,110.25,98.56,0,105.57,2.16,65.36
01-03-2024,East Asia,Storage,467,637,93.61,99.99,0,105.57,2.16,65.36
01-03-2024,East Asia,Network,726,837,173.2,99,0,105.57,2.16,65.36
01-03-2024,South India,Compute,591,716,132.01,99.1,0,105.57,2.16,65.36
01-03-2024,South India,Storage,777,,217.23,99.07,0,105.57,2.16,65.36
01-03-2024,South India,Network,703,801,157.78,99.21,0,105.57,2.16,65.36
01-03-2024,Japan East,Compute,759,980,160.63,99.52,0,105.57,2.16,65.36
01-03-2024,Japan East,Storage,584,699,164.95,99.24,0,105.57,2.16,65.36
01-03-2024,Japan East,Network,438,566,86.41,99.46,0,105.57,2.16,65.36
01-03-2024,Southeast Asia,Compute,439,523,90.58,98.79,0,105.57,2.16,65.36
01-03-2024,Southeast Asia,Storage,688,829,,98.81,0,105.57,,65.36
01-03-2024,Southeast Asia,Network,337,470,62.62,99.95,0,105.57,2.16,65.36
01-03-2024,Korea Central,Compute,442,603,78.15,98.73,0,105.57,2.16,65.36
01-03-2024,Korea Central,Storage,868,1076,248.99,99.55,0,105.57,2.16,65.36
01-03-2024,Korea Central,Network,,1221,336.54,98.69,0,105.57,2.16,65.36
01-03-2024,Central India,Compute,,426,,98.97,0,105.57,2.16,65.36
01-03-2024,Central India,Storage,610,794,201.2,99.07,0,105.57,2.16,65.36
01-03-2024,Central India,Network,955,1051,151.54,99.77,0,105.57,2.16,65.36
02-03-2024,East Asia,Compute,446,607,82.31,99.68,1,104.73,3.39,81.31
02-03-2024,East Asia,Storage,889,1101,162.16,99.19,1,104.73,3.39,81.31
02-03-2024,East Asia,Network,300,388,95.72,99.82,1,104.73,3.39,81.31
02-03-2024,South India,Compute,912,1177,312.25,99.61,1,104.73,3.39,81.31
02-03-2024,South India,Storage,497,587,98.13,,1,104.73,3.39,81.31
02-03-2024,South India,Network,452,518,151.41,99.9,1,104.73,3.39,81.31
02-03-2024,Japan East,Compute,748,1002,154.68,99.38,1,104.73,3.39,81.31
02-03-2024,Japan East,Storage,410,469,90.37,99.68,1,104.73,3.39,81.31
02-03-2024,Japan East,Network,256,306,51.97,99.41,1,104.73,3.39,81.31
02-03-2024,Southeast Asia,Compute,805,887,257.3,99.33,1,104.73,3.39,81.31
02-03-2024,Southeast Asia,Storage,887,1041,308.62,99.74,1,104.73,3.39,81.31
02-03-2024,Southeast Asia,Network,615,712,129.84,99.37,1,104.73,3.39,81.31
02-03-2024,Korea Central,Compute,386,506,105.97,98.82,1,104.73,3.39,81.31
02-03-2024,Korea Central,Storage,335,412,116.77,98.62,1,104.73,3.39,81.31
02-03-2024,Korea Central,Network,564,659,171.39,99.56,1,104.73,,81.31
02-03-2024,Central India,Compute,530,657,110.4,99.63,1,104.73,3.39,81.31
02-03-2024,Central India,Storage,641,715,137.15,98.95,1,104.73,3.39,81.31
02-03-2024,Central India,Network,576,639,174.8,98.71,1,104.73,3.39,81.31
03-03-2024,East Asia,Compute,279,337,58.62,99.12,1,104.32,1.55,66.22
03-03-2024,East Asia,Storage,,451,116.41,98.57,1,104.32,1.55,66.22
03-03-2024,East Asia,Network,575,693,124.85,99.53,1,104.32,1.55,66.22
03-03-2024,South India,Compute,360,416,74.02,99.36,1,104.32,1.55,66.22
03-03-2024,South India,Storage,591,,106.2,99.51,1,104.32,,66.22
03-03-2024,South India,Network,738,,156.33,99.75,1,104.32,1.55,66.22
03-03-2024,Japan East,Compute,252,288,61.53,99.98,1,104.32,1.55,66.22
03-03-2024,Japan East,Storage,312,404,83.49,99.82,1,104.32,1.55,66.22
03-03-2024,Japan East,Network,579,791,140.95,98.58,1,104.32,1.55,66.22
03-03-2024,Southeast Asia,Compute,763,867,208.92,99.83,1,104.32,1.55,66.22
03-03-2024,Southeast Asia,Storage,698,882,144.94,98.78,1,104.32,1.55,66.22
03-03-2024,Southeast Asia,Network,297,360,57.85,99.71,1,104.32,1.55,66.22
03-03-2024,Korea Central,Compute,286,356,64.14,,1,104.32,1.55,66.22
03-03-2024,Korea Central,Storage,871,1028,198.69,98.83,1,104.32,1.55,66.22
03-03-2024,Korea Central,Network,474,533,106.44,99.46,1,104.32,1.55,66.22
03-03-2024,Central India,Compute,532,703,145.91,98.71,1,104.32,1.55,66.22
03-03-2024,Central India,Storage,491,678,170.76,98.71,1,104.32,1.55,
03-03-2024,Central India,Network,764,1030,262.7,99.88,1,104.32,1.55,66.22
04-03-2024,East Asia,Compute,307,380,73.91,99.6,1,103.9,1.75,72.46
04-03-2024,East Asia,Storage,329,408,58.08,99.62,1,103.9,1.75,72.46
04-03-2024,East Asia,Network,914,1177,225.31,99.55,1,103.9,1.75,72.46
04-03-2024,South India,Compute,460,591,153.1,98.78,1,103.9,1.75,72.46
04-03-2024,South India,Storage,599,808,144.37,99.88,1,103.9,1.75,72.46
04-03-2024,South India,Network,285,384,92.34,98.92,1,103.9,1.75,72.46
04-03-2024,Japan East,Compute,888,1231,260.69,99.67,1,103.9,1.75,72.46
04-03-2024,Japan East,Storage,802,1113,161.6,98.53,1,103.9,1.75,72.46
04-03-2024,Japan East,Network,559,617,103.24,99.82,1,103.9,1.75,72.46
04-03-2024,Southeast Asia,Compute,789,968,271.85,98.92,1,103.9,1.75,72.46
04-03-2024,Southeast Asia,Storage,799,1009,187.18,99.43,1,103.9,1.75,72.46
04-03-2024,Southeast Asia,Network,460,559,104.85,98.88,1,103.9,1.75,72.46
04-03-2024,Korea Central,Compute,733,1014,201.61,99.72,1,103.9,1.75,72.46
04-03-2024,Korea Central,Storage,555,722,188.95,99.79,1,103.9,1.75,72.46
04-03-2024,Korea Central,Network,247,318,37.94,99.56,1,103.9,1.75,72.46
04-03-2024,Central India,Compute,747,837,242.38,99.25,1,103.9,1.75,72.46
04-03-2024,Central India,Storage,627,733,122.11,99.93,1,103.9,1.75,72.46
04-03-2024,Central India,Network,581,789,92.41,99.56,1,103.9,1.75,72.46
05-03-2024,East Asia,Compute,513,697,146.38,99.54,1,105.58,3.26,
05-03-2024,East Asia,Storage,306,339,47.83,98.67,1,105.58,3.26,62.52
05-03-2024,East Asia,Network,402,494,123.67,98.53,1,105.58,3.26,
05-03-2024,South India,Compute,742,856,164.34,99.83,1,105.58,3.26,62.52
05-03-2024,South India,Storage,410,453,89.07,99.66,1,105.58,3.26,62.52
05-03-2024,South India,Network,506,692,90.44,99.92,1,105.58,3.26,
05-03-2024,Japan East,Compute,815,899,172.59,99.03,1,105.58,3.26,62.52
05-03-2024,Japan East,Storage,410,547,87.23,98.63,1,105.58,3.26,62.52
05-03-2024,Japan East,Network,465,648,73.1,99.96,1,105.58,3.26,62.52
05-03-2024,Southeast Asia,Compute,253,293,57.74,99.5,1,105.58,3.26,62.52
05-03-2024,Southeast Asia,Storage,593,659,,98.57,1,105.58,3.26,62.52
05-03-2024,Southeast Asia,Network,687,828,172.38,99,1,105.58,3.26,62.52
05-03-2024,Korea Central,Compute,744,847,184.15,98.89,1,105.58,3.26,62.52
05-03-2024,Korea Central,Storage,445,600,118.67,99.36,1,105.58,3.26,62.52
05-03-2024,Korea Central,Network,799,1050,,98.97,1,105.58,3.26,62.52
05-03-2024,Central India,Compute,352,394,112.86,98.91,1,105.58,3.26,62.52
05-03-2024,Central India,Storage,585,757,111.36,99.06,1,105.58,3.26,62.52
05-03-2024,Central India,Network,824,943,230.68,99.43,1,105.58,3.26,62.52
06-03-2024,East Asia,Compute,826,1013,146.72,,0,104.52,2.78,82.37
06-03-2024,East Asia,Storage,549,718,95.42,99.72,0,104.52,2.78,82.37
06-03-2024,East Asia,Network,839,1045,128.38,99.98,0,104.52,2.78,82.37
06-03-2024,South India,Compute,663,773,197.92,99.26,0,104.52,2.78,82.37
06-03-2024,South India,Storage,750,877,148.57,99.09,0,104.52,2.78,82.37
06-03-2024,South India,Network,481,559,75.66,98.87,0,104.52,,82.37
06-03-2024,Japan East,Compute,399,447,105.1,98.8,0,104.52,,82.37
06-03-2024,Japan East,Storage,930,1051,227.59,99.56,0,104.52,2.78,82.37
06-03-2024,Japan East,Network,915,1096,270.72,99.94,0,104.52,2.78,82.37
06-03-2024,Southeast Asia,Compute,614,683,108.41,99.91,0,104.52,2.78,82.37
06-03-2024,Southeast Asia,Storage,970,1184,277.59,99.65,0,104.52,2.78,82.37
06-03-2024,Southeast Asia,Network,716,925,,99.3,0,104.52,2.78,82.37
06-03-2024,Korea Central,Compute,866,1177,209.75,99.57,0,104.52,2.78,82.37
06-03-2024,Korea Central,Storage,657,823,189.95,98.74,0,104.52,2.78,82.37
06-03-2024,Korea Central,Network,516,660,113.2,98.89,0,104.52,2.78,82.37
06-03-2024,Central India,Compute,964,1179,147.44,98.54,0,104.52,2.78,82.37
06-03-2024,Central India,Storage,623,850,203.2,98.88,0,104.52,2.78,82.37
06-03-2024,Central India,Network,564,678,174.59,99.77,0,104.52,2.78,82.37
07-03-2024,East Asia,Compute,,304,62.43,99.09,0,105.45,2.49,66.24
07-03-2024,East Asia,Storage,924,1117,283.89,98.68,0,105.45,,66.24
07-03-2024,East Asia,Network,262,359,42.08,99.66,0,105.45,2.49,66.24
07-03-2024,South India,Compute,550,718,147.42,99.23,0,105.45,2.49,66.24
07-03-2024,South India,Storage,404,477,121.51,98.52,0,105.45,2.49,66.24
07-03-2024,South India,Network,645,872,162.75,98.61,0,105.45,2.49,66.24
07-03-2024,Japan East,Compute,587,702,189.94,99.56,0,105.45,2.49,66.24
07-03-2024,Japan East,Storage,671,833,193.58,98.7,0,105.45,2.49,
07-03-2024,Japan East,Network,981,1342,283.11,99.45,0,105.45,2.49,66.24
07-03-2024,Southeast Asia,Compute,787,971,221.1,99.67,0,105.45,2.49,66.24
07-03-2024,Southeast Asia,Storage,471,544,95.65,99.8,0,105.45,2.49,66.24
07-03-2024,Southeast Asia,Network,488,667,100.67,98.82,0,105.45,2.49,66.24
07-03-2024,Korea Central,Compute,570,661,189.41,99.65,0,105.45,2.49,66.24
07-03-2024,Korea Central,Storage,685,891,198.6,98.99,0,105.45,2.49,66.24
07-03-2024,Korea Central,Network,821,1027,159.04,99.83,0,105.45,2.49,66.24
07-03-2024,Central India,Compute,680,810,140.8,99.57,0,,2.49,66.24
07-03-2024,Central India,Storage,575,670,141.42,98.98,0,105.45,2.49,66.24
07-03-2024,Central India,Network,859,1003,257.46,98.73,0,105.45,2.49,66.24
08-03-2024,East Asia,Compute,872,1092,191.22,99.21,1,103.18,2.24,88.52
08-03-2024,East Asia,Storage,512,646,149.33,99.37,1,103.18,2.24,88.52
08-03-2024,East Asia,Network,583,776,,99.81,1,,2.24,88.52
08-03-2024,South India,Compute,332,437,112.63,98.75,1,103.18,2.24,88.52
08-03-2024,South India,Storage,738,836,129.79,99.37,1,103.18,2.24,88.52
08-03-2024,South India,Network,739,958,201.64,99.23,1,103.18,2.24,88.52
08-03-2024,Japan East,Compute,835,1111,141.58,99.36,1,103.18,2.24,88.52
08-03-2024,Japan East,Storage,785,917,179.07,99.18,1,103.18,2.24,88.52
08-03-2024,Japan East,Network,391,452,102.39,98.55,1,103.18,2.24,88.52
08-03-2024,Southeast Asia,Compute,288,383,64.92,98.7,1,103.18,2.24,88.52
08-03-2024,Southeast Asia,Storage,957,1280,238.01,99.17,1,103.18,2.24,88.52
08-03-2024,Southeast Asia,Network,796,938,254.94,99.48,1,103.18,2.24,88.52
08-03-2024,Korea Central,Compute,523,666,119.63,99.73,1,103.18,2.24,88.52
08-03-2024,Korea Central,Storage,874,1137,198.25,99.92,1,103.18,2.24,88.52
08-03-2024,Korea Central,Network,,532,,98.84,1,103.18,2.24,88.52
08-03-2024,Central India,Compute,696,804,120.66,99.34,1,103.18,2.24,88.52
08-03-2024,Central India,Storage,646,891,117.37,99.29,1,103.18,2.24,88.52
08-03-2024,Central India,Network,640,790,204.6,99.07,1,103.18,2.24,
09-03-2024,East Asia,Compute,741,817,177.08,98.89,0,102.43,,68.96
09-03-2024,East Asia,Storage,586,692,193.23,98.73,0,102.43,3.37,68.96
09-03-2024,East Asia,Network,950,1216,208.93,98.75,0,102.43,3.37,68.96
09-03-2024,South India,Compute,922,1121,268.53,,0,102.43,3.37,68.96
09-03-2024,South India,Storage,602,752,189.2,99.31,0,102.43,3.37,68.96
09-03-2024,South India,Network,626,853,106.99,99,0,102.43,3.37,68.96
09-03-2024,Japan East,Compute,380,446,92.3,98.51,0,102.43,3.37,68.96
09-03-2024,Japan East,Storage,557,733,166.9,98.55,0,,3.37,68.96
09-03-2024,Japan East,Network,372,495,109.87,98.51,0,102.43,3.37,
09-03-2024,Southeast Asia,Compute,868,990,187.14,99.55,0,102.43,3.37,68.96
09-03-2024,Southeast Asia,Storage,316,401,64.66,99.26,0,102.43,3.37,
09-03-2024,Southeast Asia,Network,611,713,192.8,99.34,0,102.43,3.37,68.96
09-03-2024,Korea Central,Compute,322,379,53.33,99.21,0,102.43,3.37,68.96
09-03-2024,Korea Central,Storage,554,723,156.24,99.89,0,102.43,3.37,68.96
09-03-2024,Korea Central,Network,800,1113,124.58,99.38,0,102.43,3.37,68.96
09-03-2024,Central India,Compute,826,1009,228.94,98.58,0,102.43,3.37,68.96
09-03-2024,Central India,Storage,775,966,267.16,99.71,0,102.43,3.37,68.96
09-03-2024,Central India,Network,762,1000,195.78,99.66,0,102.43,3.37,68.96
10-03-2024,East Asia,Compute,838,1171,229.99,98.86,1,106.06,2.03,65.89
10-03-2024,East Asia,Storage,344,453,80.69,99,1,106.06,2.03,65.89
10-03-2024,East Asia,Network,277,376,96.59,99.5,1,106.06,2.03,65.89
10-03-2024,South India,Compute,397,497,87.08,99.65,1,106.06,2.03,65.89
10-03-2024,South India,Storage,517,696,172.21,99.5,1,106.06,2.03,65.89
10-03-2024,South India,Network,958,1152,319.86,98.53,1,106.06,2.03,65.89
10-03-2024,Japan East,Compute,561,670,97.44,98.7,1,106.06,2.03,65.89
10-03-2024,Japan East,Storage,898,1207,198.44,99.89,1,106.06,2.03,65.89
10-03-2024,Japan East,Network,463,602,90.28,98.91,1,106.06,2.03,65.89
10-03-2024,Southeast Asia,Compute,944,1119,220.8,99.85,1,106.06,2.03,65.89
10-03-2024,Southeast Asia,Storage,586,765,118.28,99.93,1,106.06,2.03,65.89
10-03-2024,Southeast Asia,Network,665,793,139.29,99.27,1,106.06,2.03,65.89
10-03-2024,Korea Central,Compute,421,574,72.68,99.54,1,106.06,2.03,65.89
10-03-2024,Korea Central,Storage,575,738,142.37,99.63,1,106.06,2.03,65.89
10-03-2024,Korea Central,Network,873,972,218.16,99.9,1,106.06,2.03,65.89
10-03-2024,Central India,Compute,603,,136.22,99,1,106.06,2.03,65.89
10-03-2024,Central India,Storage,893,1141,242.03,99.92,1,106.06,2.03,65.89
10-03-2024,Central India,Network,905,1248,272.47,99.7,1,106.06,2.03,
11-03-2024,East Asia,Compute,680,770,219.31,98.68,0,103.17,2.13,62.92
11-03-2024,East Asia,Storage,705,904,,99.28,0,103.17,2.13,62.92
11-03-2024,East Asia,Network,299,353,63.58,99.71,0,103.17,2.13,62.92
11-03-2024,South India,Compute,268,346,49.41,99.89,0,103.17,,62.92
11-03-2024,South India,Storage,811,901,226.68,99.29,0,103.17,2.13,62.92
11-03-2024,South India,Network,927,,150.33,99.83,0,103.17,2.13,62.92
11-03-2024,Japan East,Compute,381,525,100.54,99.12,0,103.17,2.13,62.92
11-03-2024,Japan East,Storage,901,995,266.52,98.63,0,103.17,2.13,62.92
11-03-2024,Japan East,Network,753,925,173.89,99.15,0,103.17,2.13,62.92
11-03-2024,Southeast Asia,Compute,817,983,180.12,99.01,0,103.17,2.13,62.92
11-03-2024,Southeast Asia,Storage,587,674,128.06,99.12,0,103.17,2.13,62.92
11-03-2024,Southeast Asia,Network,527,584,107.86,99.69,0,103.17,2.13,62.92
11-03-2024,Korea Central,Compute,640,844,144.87,98.68,0,103.17,2.13,62.92
11-03-2024,Korea Central,Storage,915,1131,280.88,99.75,0,103.17,2.13,62.92
11-03-2024,Korea Central,Network,488,617,101.93,99.58,0,103.17,2.13,62.92
11-03-2024,Central India,Compute,568,753,166.29,99.57,0,103.17,2.13,62.92
11-03-2024,Central India,Storage,918,1188,,99.1,0,103.17,2.13,62.92
11-03-2024,Central India,Network,668,780,111.38,98.52,0,103.17,2.13,62.92
12-03-2024,East Asia,Compute,398,490,74.36,98.6,1,105.16,4.24,75.19
12-03-2024,East Asia,Storage,674,778,212.96,98.73,1,105.16,4.24,75.19
12-03-2024,East Asia,Network,713,986,194.8,98.52,1,105.16,4.24,75.19
12-03-2024,South India,Compute,311,365,65.3,99.84,1,105.16,4.24,75.19
12-03-2024,South India,Storage,580,791,138.69,98.87,1,105.16,4.24,75.19
12-03-2024,South India,Network,405,477,70.45,99.01,1,105.16,4.24,75.19
12-03-2024,Japan East,Compute,395,531,128.61,99.09,1,105.16,4.24,75.19
12-03-2024,Japan East,Storage,918,1042,262.06,99.36,1,105.16,4.24,75.19
12-03-2024,Japan East,Network,812,1009,267.47,98.61,1,105.16,4.24,75.19
12-03-2024,Southeast Asia,Compute,963,1077,220.84,99,1,105.16,4.24,75.19
12-03-2024,Southeast Asia,Storage,824,1036,209.96,99.25,1,105.16,4.24,75.19
12-03-2024,Southeast Asia,Network,849,1099,142.77,99.18,1,105.16,,75.19
12-03-2024,Korea Central,Compute,874,1018,260.61,98.53,1,105.16,4.24,75.19
12-03-2024,Korea Central,Storage,769,1015,201.32,98.78,1,105.16,4.24,75.19
12-03-2024,Korea Central,Network,807,957,174.77,99.1,1,105.16,4.24,75.19
12-03-2024,Central India,Compute,942,1111,253.4,99.88,1,105.16,4.24,75.19
12-03-2024,Central India,Storage,589,765,97.39,99.93,1,105.16,4.24,75.19
12-03-2024,Central India,Network,482,574,105.87,98.8,1,105.16,4.24,75.19
13-03-2024,East Asia,Compute,270,318,50.47,99.96,0,102.61,2.87,85.59
13-03-2024,East Asia,Storage,494,598,149.21,99.68,0,102.61,2.87,85.59
13-03-2024,East Asia,Network,987,1246,183.98,99.55,0,102.61,,85.59
13-03-2024,South India,Compute,902,1114,239.16,99.53,0,102.61,2.87,85.59
13-03-2024,South India,Storage,347,469,96.77,99.15,0,102.61,2.87,85.59
13-03-2024,South India,Network,781,960,188.74,98.84,0,102.61,2.87,85.59
13-03-2024,Japan East,Compute,274,308,65.08,99.6,0,102.61,2.87,85.59
13-03-2024,Japan East,Storage,395,452,109.3,98.79,0,102.61,2.87,85.59
13-03-2024,Japan East,Network,509,627,151.16,,0,102.61,2.87,85.59
13-03-2024,Southeast Asia,Compute,830,1088,,98.79,0,102.61,2.87,85.59
13-03-2024,Southeast Asia,Storage,480,649,143.62,99.17,0,102.61,2.87,85.59
13-03-2024,Southeast Asia,Network,569,753,175.14,99.34,0,102.61,2.87,85.59
13-03-2024,Korea Central,Compute,879,1203,249.34,98.84,0,102.61,2.87,85.59
13-03-2024,Korea Central,Storage,926,1194,194.69,99.86,0,102.61,2.87,85.59
13-03-2024,Korea Central,Network,715,991,119.28,99.47,0,102.61,2.87,85.59
13-03-2024,Central India,Compute,592,726,184.47,99.08,0,102.61,2.87,85.59
13-03-2024,Central India,Storage,603,789,,99.32,0,102.61,,85.59
13-03-2024,Central India,Network,829,1015,151.41,98.66,0,102.61,2.87,85.59
14-03-2024,East Asia,Compute,461,510,110.76,98.51,1,102.84,4.16,62.59
14-03-2024,East Asia,Storage,417,486,134.4,99.17,1,102.84,4.16,62.59
14-03-2024,East Asia,Network,443,600,91.15,99.32,1,102.84,4.16,62.59
14-03-2024,South India,Compute,623,795,159.57,99.31,1,102.84,4.16,62.59
14-03-2024,South India,Storage,388,485,64.22,98.7,1,102.84,4.16,62.59
14-03-2024,South India,Network,542,,95.22,99.51,1,102.84,4.16,62.59
14-03-2024,Japan East,Compute,488,544,100.02,99.25,1,102.84,4.16,62.59
14-03-2024,Japan East,Storage,268,357,80.39,98.84,1,,4.16,62.59
14-03-2024,Japan East,Network,,1236,289.53,99.05,1,102.84,4.16,62.59
14-03-2024,Southeast Asia,Compute,958,1173,330.21,98.97,1,102.84,4.16,62.59
14-03-2024,Southeast Asia,Storage,772,1005,144.81,99.22,1,102.84,4.16,62.59
14-03-2024,Southeast Asia,Network,981,1171,228.99,98.67,1,102.84,4.16,62.59
14-03-2024,Korea Central,Compute,969,1297,218.74,98.85,1,102.84,4.16,62.59
14-03-2024,Korea Central,Storage,549,633,137.28,99.85,1,102.84,4.16,62.59
14-03-2024,Korea Central,Network,684,890,143.89,99.53,1,102.84,4.16,62.59
14-03-2024,Central India,Compute,308,378,53.53,98.85,1,102.84,4.16,62.59
14-03-2024,Central India,Storage,289,347,54.54,99.23,1,,4.16,62.59
14-03-2024,Central India,Network,804,980,201.99,99.17,1,102.84,4.16,62.59
15-03-2024,East Asia,Compute,784,939,176.99,99.9,1,103.75,4.53,
15-03-2024,East Asia,Storage,665,845,122.4,99.03,1,103.75,4.53,71.05
15-03-2024,East Asia,Network,940,1206,300.87,99.96,1,103.75,4.53,71.05
15-03-2024,South India,Compute,329,375,110.26,99.35,1,,4.53,71.05
15-03-2024,South India,Storage,260,305,48.51,99.73,1,103.75,4.53,71.05
15-03-2024,South India,Network,780,909,249.29,99.5,1,103.75,4.53,71.05
15-03-2024,Japan East,Compute,820,981,129.43,99.41,1,103.75,4.53,71.05
15-03-2024,Japan East,Storage,904,1180,145.53,99.12,1,103.75,4.53,
15-03-2024,Japan East,Network,983,1295,292.96,99.66,1,103.75,4.53,71.05
15-03-2024,Southeast Asia,Compute,893,1219,140.36,99.84,1,103.75,4.53,71.05
15-03-2024,Southeast Asia,Storage,755,858,179.31,98.57,1,103.75,4.53,71.05
15-03-2024,Southeast Asia,Network,804,1116,,99,1,103.75,4.53,71.05
15-03-2024,Korea Central,Compute,298,393,53.7,98.6,1,103.75,4.53,71.05
15-03-2024,Korea Central,Storage,,309,57.45,99.36,1,103.75,4.53,71.05
15-03-2024,Korea Central,Network,923,1189,194.52,98.71,1,103.75,4.53,71.05
15-03-2024,Central India,Compute,862,985,226.6,99.98,1,103.75,4.53,71.05
15-03-2024,Central India,Storage,634,833,205.76,99.1,1,103.75,4.53,71.05
15-03-2024,Central India,Network,588,807,129.75,99.81,1,103.75,4.53,71.05
16-03-2024,East Asia,Compute,814,,146.85,99.89,0,105.75,4.57,60.19
16-03-2024,East Asia,Storage,282,337,90.57,98.71,0,,4.57,60.19
16-03-2024,East Asia,Network,833,1055,203.67,99.17,0,105.75,4.57,60.19
16-03-2024,South India,Compute,680,886,122.72,99.16,0,105.75,4.57,60.19
16-03-2024,South India,Storage,394,532,97.48,98.57,0,105.75,4.57,60.19
16-03-2024,South India,Network,762,850,218.74,98.77,0,105.75,4.57,60.19
16-03-2024,Japan East,Compute,260,336,41.71,99.92,0,105.75,4.57,60.19
16-03-2024,Japan East,Storage,517,605,104.56,99.53,0,105.75,4.57,60.19
16-03-2024,Japan East,Network,812,986,182.05,99.55,0,105.75,4.57,60.19
16-03-2024,Southeast Asia,Compute,372,500,74.46,98.94,0,105.75,4.57,60.19
16-03-2024,Southeast Asia,Storage,751,934,214.61,99.67,0,105.75,4.57,60.19
16-03-2024,Southeast Asia,Network,734,952,145.93,98.98,0,105.75,4.57,60.19
16-03-2024,Korea Central,Compute,777,1015,139.08,98.69,0,105.75,4.57,60.19
16-03-2024,Korea Central,Storage,804,947,183.38,99.49,0,105.75,4.57,60.19
16-03-2024,Korea Central,Network,749,882,234.63,98.76,0,105.75,4.57,60.19
16-03-2024,Central India,Compute,760,1029,154.47,98.63,0,105.75,4.57,60.19
16-03-2024,Central India,Storage,700,853,225.75,98.51,0,105.75,4.57,60.19
16-03-2024,Central India,Network,651,721,219.1,99.91,0,105.75,4.57,60.19
17-03-2024,East Asia,Compute,576,705,142.35,99.63,1,104.7,1.52,66.61
17-03-2024,East Asia,Storage,562,770,195.1,98.51,1,104.7,1.52,66.61
17-03-2024,East Asia,Network,275,330,56.08,99.15,1,104.7,1.52,66.61
17-03-2024,South India,Compute,665,898,190.21,99.63,1,104.7,1.52,66.61
17-03-2024,South India,Storage,485,650,,99.21,1,104.7,1.52,66.61
17-03-2024,South India,Network,494,686,150.79,99.5,1,104.7,1.52,66.61
17-03-2024,Japan East,Compute,439,550,73.1,98.92,1,104.7,1.52,66.61
17-03-2024,Japan East,Storage,549,765,172.81,98.65,1,104.7,1.52,66.61
17-03-2024,Japan East,Network,937,1121,215.94,99.49,1,104.7,1.52,66.61
17-03-2024,Southeast Asia,Compute,661,878,121.33,98.96,1,104.7,1.52,66.61
17-03-2024,Southeast Asia,Storage,461,548,86.54,99.42,1,104.7,1.52,66.61
17-03-2024,Southeast Asia,Network,815,927,154.12,98.6,1,104.7,1.52,66.61
17-03-2024,Korea Central,Compute,366,432,103.49,99.67,1,104.7,1.52,66.61
17-03-2024,Korea Central,Storage,625,740,203.97,99.85,1,104.7,1.52,66.61
17-03-2024,Korea Central,Network,767,897,247.04,98.69,1,104.7,1.52,
17-03-2024,Central India,Compute,568,755,101.37,99.58,1,104.7,1.52,66.61
